OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",38480,37150.0,43310.0,49330.0,-1.183408
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96460,39040.0,47250.0,56690.0,-0.8740445
51-9197,Tire Builders,20660,46280.0,54080.0,62330.0,-1.610915
51-9198,Helpers--Production Workers,181810,32400.0,36700.0,42600.0,-1.411304
51-9199,"Production Workers, All Other",243500,33070.0,37430.0,46520.0,-1.290964
53-2012,Commercial Pilots,52750,79440.0,113080.0,168700.0,-0.1817332
53-2021,Air Traffic Controllers,22310,96870.0,137380.0,176720.0,1.152798
53-2022,Airfield Operations Specialists,18320,39700.0,51140.0,74410.0,0.4845738
53-2031,Flight Attendants,126020,49690.0,68370.0,86610.0,-0.7621183
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11520,27850.0,32580.0,36900.0,-0.8298703
53-3031,Driver/Sales Workers,463120,25900.0,35420.0,46640.0,-0.7293087
53-3032,Heavy and Tractor-Trailer Truck Drivers,2044400,45920.0,54320.0,63010.0,-1.149057
53-3033,Light Truck Drivers,1003960,35110.0,42470.0,51110.0,-1.120501
53-4011,Locomotive Engineers,32390,73240.0,74770.0,80340.0,-0.4977403
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2430,49080.0,57070.0,63050.0,-0.8320907
53-4031,Railroad Conductors and Yardmasters,46490,62180.0,71130.0,78490.0,-0.4662731
53-4041,Subway and Streetcar Operators,14860,73570.0,84270.0,84310.0,-0.6155429
53-5011,Sailors and Marine Oilers,29960,37960.0,48400.0,62700.0,-1.150001
53-5021,"Captains, Mates, and Pilots of Water Vessels",34520,60550.0,88730.0,123640.0,-0.4281868
53-5022,Motorboat Operators,2710,35860.0,46420.0,64490.0,-0.8871186
53-5031,Ship Engineers,8860,68880.0,94270.0,122390.0,-0.5264951
53-6011,Bridge and Lock Tenders,3460,33340.0,49120.0,64250.0,-0.6322159
53-6021,Parking Attendants,118130,28470.0,32840.0,36420.0,-0.8353891
53-6031,Automotive and Watercraft Service Attendants,92530,29640.0,33820.0,37170.0,-1.221489
53-6041,Traffic Technicians,7530,42770.0,52240.0,67370.0,0.3995872
53-6051,Transportation Inspectors,27670,60110.0,87290.0,97630.0,-0.18376
53-6061,Passenger Attendants,20190,32020.0,35620.0,39470.0,-0.3752249
53-7011,Conveyor Operators and Tenders,24660,35290.0,39260.0,47000.0,-0.7554432
53-7021,Crane and Tower Operators,42260,48380.0,64690.0,78720.0,-1.030619
53-7031,Dredge Operators,940,43670.0,50440.0,60670.0,-1.016648
53-7041,Hoist and Winch Operators,2230,40490.0,55950.0,93630.0,-0.9781997
53-7051,Industrial Truck and Tractor Operators,778920,38270.0,44470.0,50010.0,-1.39869
53-7061,Cleaners of Vehicles and Equipment,365290,28880.0,34150.0,38500.0,-1.629897
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",3008300,34040.0,37660.0,44950.0,-1.709183
53-7063,Machine Feeders and Offbearers,44500,34610.0,39250.0,46590.0,-1.037413
53-7064,"Packers and Packagers, Hand",645210,30220.0,34830.0,39580.0,-1.51362
53-7071,Gas Compressor and Gas Pumping Station Operators,4400,47470.0,61870.0,75370.0,-0.6909992
53-7072,"Pump Operators, Except Wellhead Pumpers",11570,43720.0,54690.0,72680.0,-0.8422927
53-7073,Wellhead Pumpers,18230,55700.0,71830.0,81080.0,-1.091197
53-7081,Refuse and Recyclable Material Collectors,135430,36100.0,45760.0,58360.0,-1.283373
53-7121,"Tank Car, Truck, and Ship Loaders",11400,46500.0,58620.0,72710.0,-1.38776
